State,District,Subdistt,Town/Village,Level,Name,TRU,No_HH
10,203,1019,216919,VILLAGE,Matahia,Rural,367
10,203,1019,216920,VILLAGE,Patkhaulia,Rural,106
10,203,1019,216921,VILLAGE,Bishunpurwa,Rural,113
10,203,1019,216922,VILLAGE,Ahirwalia,Rural,22
10,203,1019,216923,VILLAGE,Lagunaha,Rural,1355
10,203,1019,216925,VILLAGE,Gaighati,Rural,30
10,203,1019,216926,VILLAGE,Gaghalwa,Rural,5
10,203,1019,216927,VILLAGE,Balhi,Rural,2
10,203,1019,216928,VILLAGE,Purbari Lagunaha,Rural,400
10,203,1019,216929,VILLAGE,Bishunpurwa,Rural,536
10,203,1019,216931,VILLAGE,Manpur,Rural,333
10,203,1019,216932,VILLAGE,Tesrahia,Rural,646
10,203,1019,216933,VILLAGE,Bibi Bankatwa,Rural,977
10,203,1019,216934,VILLAGE,Majhauwa,Rural,1132
10,203,1019,216935,VILLAGE,Parari,Rural,194
10,203,1019,216936,VILLAGE,Baswaria,Rural,559
10,203,1019,216937,VILLAGE,Bahuarwa,Rural,252
10,203,1019,216938,VILLAGE,Karjania,Rural,158
10,203,1019,216939,VILLAGE,Parsauni,Rural,112
10,203,1019,216940,VILLAGE,Harpur,Rural,80
10,203,1019,216941,VILLAGE,Hamira,Rural,796
10,203,1019,216942,VILLAGE,Dharmajata,Rural,111
10,203,1019,216943,VILLAGE,Rajgir Mujauli,Rural,129
10,203,1019,216944,VILLAGE,Inglishia,Rural,415
10,203,1019,216945,VILLAGE,Jamadar tola,Rural,52
10,203,1019,216946,VILLAGE,Barwa,Rural,284
10,203,1019,216947,VILLAGE,Jamadar Tola,Rural,475
10,203,1019,216948,VILLAGE,Sisba,Rural,837
10,203,1019,216949,VILLAGE,Basantpur,Rural,553
10,203,1019,216950,VILLAGE,Bhattahola  Birit,Rural,39
10,203,1019,216951,VILLAGE,Tola Pipra,Rural,199
10,203,1019,216952,VILLAGE,Jaini Tola,Rural,528
10,203,1019,216953,VILLAGE,Tarkulwa,Rural,248
10,203,1019,216954,VILLAGE,Moti Tola,Rural,175
10,203,1019,216955,VILLAGE,Tola Gosain,Rural,91
10,203,1019,216956,VILLAGE,Tola Parsauni,Rural,347
10,203,1019,216957,VILLAGE,Tola Alakh Dabri,Rural,61
10,203,1019,216958,VILLAGE, Dabri,Rural,76
10,203,1019,216959,VILLAGE,Tola Majharia,Rural,145
10,203,1019,216960,VILLAGE,Sisba,Rural,23
10,203,1019,216961,VILLAGE,Sisba,Rural,70
10,203,1019,216962,VILLAGE,Nayagawan,Rural,168
10,203,1019,216963,VILLAGE,Ssiswa Tola Jai Ray,Rural,55
10,203,1019,216964,VILLAGE,Bhetahiya,Rural,98
10,203,1019,216965,VILLAGE,Rupaulia,Rural,130
10,203,1019,216966,VILLAGE,Chandaraha,Rural,1300
10,203,1019,216967,VILLAGE,Tola Purbari,Rural,351
10,203,1019,216968,VILLAGE,Baswaria,Rural,999
10,203,1019,216969,VILLAGE,Tola Bhagaha,Rural,35
10,203,1019,216971,VILLAGE,Jamuniya,Rural,220
10,203,1019,216972,VILLAGE,Tola Garibsahi,Rural,145
10,203,1019,801279,TOWN,Bagaha (Nagar Parishad),Urban,20980
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0001,Urban,451
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0002,Urban,890
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0003,Urban,702
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0004,Urban,1108
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0005,Urban,474
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0006,Urban,520
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0007,Urban,620
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0008,Urban,780
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0009,Urban,516
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0010,Urban,458
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0011,Urban,375
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0012,Urban,448
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0013,Urban,1285
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0014,Urban,491
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0015,Urban,269
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0016,Urban,762
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0017,Urban,420
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0018,Urban,775
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0019,Urban,662
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0020,Urban,360
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0021,Urban,771
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0022,Urban,416
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0023,Urban,679
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0024,Urban,610
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0025,Urban,467
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0026,Urban,658
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0027,Urban,866
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0028,Urban,479
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0029,Urban,363
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0030,Urban,215
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0031,Urban,863
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0032,Urban,259
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0033,Urban,454
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0034,Urban,770
10,203,1019,801279,WARD,Bagaha (Nagar Parishad) WARD NO.-0035,Urban,744
10,203,1020,0,SUB-DISTRICT,Piprasi,Total,6357
10,203,1020,0,SUB-DISTRICT,Piprasi,Rural,6357
10,203,1020,0,SUB-DISTRICT,Piprasi,Urban,0
10,203,1020,216973,VILLAGE,Semralabedaha,Rural,3500
10,203,1020,216974,VILLAGE,Balua,Rural,687
10,203,1020,216975,VILLAGE,Dumri,Rural,2170
10,203,1021,0,SUB-DISTRICT,Madhubani,Total,14613
10,203,1021,0,SUB-DISTRICT,Madhubani,Rural,14613
10,203,1021,0,SUB-DISTRICT,Madhubani,Urban,0
10,203,1021,216976,VILLAGE,Mahuawa,Rural,87
10,203,1021,216978,VILLAGE,Narahwa,Rural,15
10,203,1021,216979,VILLAGE,Ghorahwa,Rural,17
10,203,1021,216980,VILLAGE,Sisai Lathihawa,Rural,117
10,203,1021,216981,VILLAGE,Sohgi Barwa,Rural,169
10,203,1021,216982,VILLAGE,Madhubani,Rural,1673
10,203,1021,216983,VILLAGE,Taulaha,Rural,3921
10,203,1021,216985,VILLAGE,Daunaha,Rural,1645
10,203,1021,216986,VILLAGE,Kataha,Rural,288
10,203,1021,216987,VILLAGE,Bajar Keraia,Rural,227
10,203,1021,216988,VILLAGE,Tama Kuha,Rural,803
10,203,1021,216989,VILLAGE,Kataha,Rural,1988
10,203,1021,216990,VILLAGE,Barwa,Rural,642
10,203,1021,216991,VILLAGE,Ghaghwa,Rural,802
10,203,1021,216992,VILLAGE,Musahri,Rural,1180
10,203,1021,216994,VILLAGE,Dhanaha,Rural,663
10,203,1021,216995,VILLAGE,Churahi,Rural,66
10,203,1021,216997,VILLAGE,Bhandarwa Majhar,Rural,24
10,203,1021,216998,VILLAGE,Nainaha,Rural,160
10,203,1021,217002,VILLAGE,Rewahia,Rural,70
10,203,1021,217004,VILLAGE,Kolua,Rural,56
10,203,1022,0,SUB-DISTRICT,Bhitaha,Total,10307
10,203,1022,0,SUB-DISTRICT,Bhitaha,Rural,10307
10,203,1022,0,SUB-DISTRICT,Bhitaha,Urban,0
10,203,1022,217006,VILLAGE,Khaira Tola,Rural,3643
10,203,1022,217007,VILLAGE,Parsauna,Rural,588
10,203,1022,217008,VILLAGE,Pakahi,Rural,11
10,203,1022,217009,VILLAGE,Semarbari,Rural,50
10,203,1022,217010,VILLAGE,Karhia Basauli,Rural,215
10,203,1022,217011,VILLAGE,Manpur,Rural,115
10,203,1022,217012,VILLAGE,Pakri,Rural,120
10,203,1022,217013,VILLAGE,Charamraha,Rural,51
10,203,1022,217014,VILLAGE,Kaubar,Rural,37
10,203,1022,217015,VILLAGE,Kanhaiyapur,Rural,61
10,203,1022,217018,VILLAGE,Senuria,Rural,12
10,203,1022,217019,VILLAGE,Barariha,Rural,310
10,203,1022,217020,VILLAGE,Barhara,Rural,267
10,203,1022,217021,VILLAGE,Moradih,Rural,278
10,203,1022,217022,VILLAGE,Chilwaniyan,Rural,816
10,203,1022,217023,VILLAGE,Bhitaha,Rural,93
10,203,1022,217024,VILLAGE,Chandarpur,Rural,145
10,203,1022,217025,VILLAGE,Tola Diho Pakri,Rural,1204
10,203,1022,217026,VILLAGE,Machhaha urf Dubaha,Rural,1137
10,203,1022,217027,VILLAGE,Bhuidharwa,Rural,1141
10,203,1022,217028,VILLAGE,Sonbarsa,Rural,13
10,203,1023,0,SUB-DISTRICT,Thakrahan,Total,9141
10,203,1023,0,SUB-DISTRICT,Thakrahan,Rural,9141
10,203,1023,0,SUB-DISTRICT,Thakrahan,Urban,0
10,203,1023,217029,VILLAGE,Chirchirwa,Rural,77
10,203,1023,217030,VILLAGE,Ladiharwa,Rural,130
10,203,1023,217032,VILLAGE,Puraina,Rural,104
10,203,1023,217034,VILLAGE,Haripur,Rural,481
10,203,1023,217036,VILLAGE,Ramnagar Kursaha,Rural,46
10,203,1023,217037,VILLAGE,Dhumnagar,Rural,93
10,203,1023,217038,VILLAGE,Thakraha,Rural,5963
10,203,1023,217039,VILLAGE,Sirinagar,Rural,2076
10,203,1023,217040,VILLAGE,Bhagwanpur,Rural,101
10,203,1023,217041,VILLAGE,Nautan,Rural,70
10,203,1024,0,SUB-DISTRICT,Jogapatti,Total,42926
10,203,1024,0,SUB-DISTRICT,Jogapatti,Rural,42926
10,203,1024,0,SUB-DISTRICT,Jogapatti,Urban,0
10,203,1024,217042,VILLAGE,Gora,Rural,992
10,203,1024,217043,VILLAGE,Gobinapur,Rural,145
10,203,1024,217045,VILLAGE,Lachhnauta,Rural,111
10,203,1024,217046,VILLAGE,Jamunia,Rural,77
10,203,1024,217047,VILLAGE,Sihpatti,Rural,162
10,203,1024,217048,VILLAGE,Amaithia,Rural,559
10,203,1024,217049,VILLAGE,Sangrampur,Rural,144
10,203,1024,217050,VILLAGE,Bariarpur,Rural,58
10,203,1024,217051,VILLAGE,Bisrampur,Rural,244
10,203,1024,217052,VILLAGE,Darwalia,Rural,452
10,203,1024,217053,VILLAGE,Hathia,Rural,701
10,203,1024,217054,VILLAGE,Machhar Ganw,Rural,1192
10,203,1024,217055,VILLAGE,Lalgarh,Rural,228
10,203,1024,217057,VILLAGE,Kuarpatti,Rural,161
10,203,1024,217058,VILLAGE,Dularpatti,Rural,360
10,203,1024,217059,VILLAGE,Bakuchia Rudalpur,Rural,179
10,203,1024,217060,VILLAGE,Dhangarhwa,Rural,42
10,203,1024,217061,VILLAGE,Dhonrhwalia,Rural,225
10,203,1024,217062,VILLAGE,Siswania,Rural,434
10,203,1024,217063,VILLAGE,Matkota,Rural,383
10,203,1024,217064,VILLAGE,Nauganwa,Rural,385
10,203,1024,217065,VILLAGE,Laukaria Jogapatti,Rural,423
10,203,1024,217066,VILLAGE,Rudarpur Paterwa,Rural,266
10,203,1024,217067,VILLAGE,Koirganwan,Rural,391
10,203,1024,217068,VILLAGE,Hathia Khap,Rural,72
10,203,1024,217069,VILLAGE,Bhatwalia,Rural,98
10,203,1024,217070,VILLAGE,Madarpur,Rural,106
10,203,1024,217071,VILLAGE,Arazi Nankar',Rural,292
10,203,1024,217072,VILLAGE,Chaumukha,Rural,958
10,203,1024,217073,VILLAGE,Mandhatapur,Rural,233
10,203,1024,217074,VILLAGE,Mangalpur,Rural,500
10,203,1024,217075,VILLAGE,Manopatti,Rural,53
10,203,1024,217076,VILLAGE,Lachhmipur,Rural,374
10,203,1024,217077,VILLAGE,Dhabia,Rural,425
10,203,1024,217078,VILLAGE,Bhawanipur,Rural,1031
10,203,1024,217079,VILLAGE,Dumri,Rural,1469
10,203,1024,217080,VILLAGE,Barharwa,Rural,257
10,203,1024,217081,VILLAGE,Fatehpur,Rural,561
10,203,1024,217082,VILLAGE,Belbanwa,Rural,413
10,203,1024,217083,VILLAGE,Rampur Baheliya,Rural,492
10,203,1024,217084,VILLAGE,Puraina,Rural,184
10,203,1024,217085,VILLAGE,Bagahi,Rural,1922
10,203,1024,217086,VILLAGE,Basopatti,Rural,458
10,203,1024,217087,VILLAGE,Mathia Rusulpur,Rural,393
10,203,1024,217088,VILLAGE,Bahuarwa,Rural,749
10,203,1024,217089,VILLAGE,Misrauliya,Rural,691
10,203,1024,217090,VILLAGE,Patkhaulia,Rural,336
10,203,1024,217091,VILLAGE,Bahuatwa,Rural,298
10,203,1024,217092,VILLAGE,Pipra Naurangia,Rural,1700
10,203,1024,217093,VILLAGE,Jagdammapur,Rural,454
10,203,1024,217094,VILLAGE,Konhra,Rural,780
10,203,1024,217095,VILLAGE,Pareagwa,Rural,596
10,203,1024,217096,VILLAGE,Rampurwa,Rural,368
10,203,1024,217097,VILLAGE,Balua Dew Ray,Rural,104
10,203,1024,217098,VILLAGE,Balua Bhawani Ray,Rural,291
10,203,1024,217099,VILLAGE,Balua Murat Ray,Rural,131
10,203,1024,217100,VILLAGE,Balua Newaz Ray,Rural,91
10,203,1024,217101,VILLAGE,Kaulapur,Rural,755
10,203,1024,217103,VILLAGE,Dhabelwa,Rural,802
10,203,1024,217104,VILLAGE,Khutwania,Rural,806
10,203,1024,217105,VILLAGE,Dihi,Rural,319
10,203,1024,217106,VILLAGE,Gajna,Rural,245
10,203,1024,217107,VILLAGE,Baisia Khap,Rural,24
10,203,1024,217108,VILLAGE,Barsia,Rural,33
10,203,1024,217109,VILLAGE,Piparpanti,Rural,141
10,203,1024,217110,VILLAGE,Bharthapatti,Rural,209
10,203,1024,217111,VILLAGE,Gardahia,Rural,68
